#index	label	wavelength	comment
675	Fe15h           0 		# heating due to database species
676	Fe16c           0 		# net cooling due to database species
677	Fe16h           0 		# heating due to database species
678	Fe17c           0 		# net cooling due to database species
679	Fe17h           0 		# heating due to database species
680	Fe18c           0 		# net cooling due to database species
681	Fe18h           0 		# heating due to database species
682	Fe19c           0 		# net cooling due to database species
683	Fe19h           0 		# heating due to database species
684	Fe20c           0 		# net cooling due to database species
685	Fe20h           0 		# heating due to database species
686	Fe21c           0 		# net cooling due to database species
687	Fe21h           0 		# heating due to database species
688	Fe22c           0 		# net cooling due to database species
689	Fe22h           0 		# heating due to database species
690	Fe23c           0 		# net cooling due to database species
691	Fe23h           0 		# heating due to database species
692	Fe24c           0 		# net cooling due to database species
693	Fe24h           0 		# heating due to database species
694	Fe 4c           0 		# net cooling due to database species
695	Fe 4h           0 		# heating due to database species
696	Fe 5c           0 		# net cooling due to database species
697	Fe 5h           0 		# heating due to database species
698	Fe 6c           0 		# net cooling due to database species
699	Fe 6h           0 		# heating due to database species
700	Fe 8c           0 		# net cooling due to database species
701	Fe 8h           0 		# heating due to database species
702	K 11c           0 		# net cooling due to database species
703	K 11h           0 		# heating due to database species
704	K 12c           0 		# net cooling due to database species
705	K 12h           0 		# heating due to database species
706	K 13c           0 		# net cooling due to database species
707	K 13h           0 		# heating due to database species
708	K 14c           0 		# net cooling due to database species
709	K 14h           0 		# heating due to database species
710	K 15c           0 		# net cooling due to database species
711	K 15h           0 		# heating due to database species
712	K 16c           0 		# net cooling due to database species
713	K 16h           0 		# heating due to database species
714	K 17c           0 		# net cooling due to database species
715	K 17h           0 		# heating due to database species
716	K  5c           0 		# net cooling due to database species
717	K  5h           0 		# heating due to database species
718	K  6c           0 		# net cooling due to database species
719	K  6h           0 		# heating due to database species
720	K  9c           0 		# net cooling due to database species
721	K  9h           0 		# heating due to database species
722	Mg 2c           0 		# net cooling due to database species
723	Mg 2h           0 		# heating due to database species
724	Mg 4c           0 		# net cooling due to database species
725	Mg 4h           0 		# heating due to database species
726	Mg 5c           0 		# net cooling due to database species
727	Mg 5h           0 		# heating due to database species
728	Mg 6c           0 		# net cooling due to database species
729	Mg 6h           0 		# heating due to database species
730	Mg 7c           0 		# net cooling due to database species
731	Mg 7h           0 		# heating due to database species
732	Mg 8c           0 		# net cooling due to database species
733	Mg 8h           0 		# heating due to database species
734	Mg 9c           0 		# net cooling due to database species
735	Mg 9h           0 		# heating due to database species
736	Mn10c           0 		# net cooling due to database species
737	Mn10h           0 		# heating due to database species
738	Mn15c           0 		# net cooling due to database species
739	Mn15h           0 		# heating due to database species
740	Mn17c           0 		# net cooling due to database species
741	Mn17h           0 		# heating due to database species
742	Mn18c           0 		# net cooling due to database species
743	Mn18h           0 		# heating due to database species
744	Mn19c           0 		# net cooling due to database species
745	Mn19h           0 		# heating due to database species
746	Mn20c           0 		# net cooling due to database species
747	Mn20h           0 		# heating due to database species
748	Mn21c           0 		# net cooling due to database species
749	Mn21h           0 		# heating due to database species
750	Mn22c           0 		# net cooling due to database species
